Date Reported As Of,PID,Project Name,Description,Category,Borough,Managing Agency,Client Agency,Current Phase,Design Start,Budget Forecast,,Latest Budget Changes,,Total Budget Changes,Forecast Completion,Latest Schedule Changes,Total Schedule Changes,
02/01/15 00:00,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,09/18/2005,276909575.3,,19211375,,42102695.39,03/30/2016,154,1371,
08/01/15 00:00,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,09/18/2005,267657978,,-9251597,,42102695.39,06/30/2016,92,1371,
01/01/16 00:00,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,09/18/2005,271699221,,4041243,,42102695.39,12/30/2016,183,1371,
06/01/16 00:00,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,09/18/2005,271699221,,0,,42102695.39,12/31/2016,1,1371,
11/01/16 00:00,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,09/18/2005,270859275.3,,-839946,,42102695.39,06/30/2017,181,1371,
04/01/17 00:00,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,09/18/2005,267581015.7,,-3278260,,42102695.39,12/30/2017,183,1371,
09/01/17 00:00,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,09/18/2005,268146759.7,,565744,,42102695.39,02/28/2018,60,1371,
03/01/18 00:00,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,09/18/2005,269614052.8,,1467293,,42102695.39,09/30/2018,214,1371,
08/01/18 00:00,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,09/18/2005,281508026.6,,11893974,,42102695.39,12/31/2018,92,1371,
01/01/19 00:00,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,09/18/2005,281008026.6,,-500000,,42102695.39,12/31/2019,365,1371,
05/01/19 00:00,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,09/18/2005,281106026.6,,98000,,42102695.39,12/31/2019,0,1371,
09/01/19 00:00,53,New York Harbor Siphon Construction,This project will replace two existing water mains that cross the New York Harbor Siphon channel between Brooklyn and Staten Island with one deeper main to allow deepening of the channel to accommodate larger ships.,Water Supply,Staten Island,EDC,DEP,Construction,09/18/2005,285751622.2,,4645596,,42102695.39,12/31/2019,0,1371,
09/01/13 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,151346238,,,,21200912.97,12/31/2014,,1947,
01/01/14 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,147488088,,-3858150,,21200912.97,12/31/2017,1096,1947,
05/01/14 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,155888088,,8400000,,21200912.97,12/31/2016,-365,1947,
02/01/15 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,170586053,,14697965,,21200912.97,08/31/2017,243,1947,
08/01/15 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,175098274,,4512221,,21200912.97,12/31/2017,122,1947,
01/01/16 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,171240124,,-3858150,,21200912.97,12/31/2017,0,1947,
06/01/16 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,171240124,,0,,21200912.97,05/31/2019,516,1947,
11/01/16 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,169038757.3,,-2201367,,21200912.97,12/31/2017,-516,1947,
04/01/17 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,168098859.1,,-939898,,21200912.97,12/31/2017,0,1947,
09/01/17 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,167755189.9,,-343669,,21200912.97,06/30/2018,181,1947,
03/01/18 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,169562946.4,,1807757,,21200912.97,12/31/2018,184,1947,
08/01/18 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,170547151,,984205,,21200912.97,03/31/2019,90,1947,
01/01/19 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,172547151,,2000000,,21200912.97,04/30/2020,396,1947,
05/01/19 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,172547151,,0,,21200912.97,04/30/2020,0,1947,
09/01/19 00:00,58,East River Waterfront Esplanade Construction,"Design and construction of a 1.5 mile esplanade on the East River, from the Battery Maritime Building to Pier 35, including a new double level pier structure, esplanade improvements and commercial pavilions.",Parks,Manhattan,EDC,"DEP, DOT, EDC",Construction,11/13/2006,172547151,,0,,21200912.97,04/30/2020,0,1947,
09/01/13 00:00,91,Mill Basin Bridge Replacement,Complete replacement of bascule bridge with a high-level fixed bridge.,Bridges,Brooklyn,DOT,,Design,03/25/2012,374745267,,,,-32573257,01/23/2020,,367,
01/01/14 00:00,91,Mill Basin Bridge Replacement,Complete replacement of bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Design,03/25/2012,364637687,,-10107580,,-32573257,09/15/2020,236,367,
05/01/14 00:00,91,Mill Basin Bridge Replacement,Complete replacement of bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Design,03/25/2012,328144413,,-36493274,,-32573257,11/17/2020,63,367,
02/01/15 00:00,91,Mill Basin Bridge Replacement,Replace bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Construction Procurement,03/25/2012,340072605,,11928192,,-32573257,09/26/2020,-52,367,
08/01/15 00:00,91,Mill Basin Bridge Replacement,Replace bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Construction,03/25/2012,665973340.8,,325900736,,-32573257,02/13/2021,140,367,
01/01/16 00:00,91,Mill Basin Bridge Replacement,Replace bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Construction,03/25/2012,384115608,,-281857733,,-32573257,01/24/2021,-20,367,
06/01/16 00:00,91,Mill Basin Bridge Replacement,Replace bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Construction,03/25/2012,398990918.3,,14875310,,-32573257,02/13/2021,20,367,
11/01/16 00:00,91,Mill Basin Bridge Replacement,Replace bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Construction,03/25/2012,373013918.3,,-25977000,,-32573257,01/08/19,-767,367,
04/01/17 00:00,91,Mill Basin Bridge Replacement,Replace bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Construction,03/25/2012,336694918.3,,-36319000,,-32573257,02/13/2021,767,367,
09/01/17 00:00,91,Mill Basin Bridge Replacement,Replace bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Construction,03/25/2012,334803920,,-1890998,,-32573257,01/24/2021,-20,367,
03/01/18 00:00,91,Mill Basin Bridge Replacement,Replace bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Construction,03/25/2012,347775401,,12971481,,-32573257,01/24/2021,0,367,
08/01/18 00:00,91,Mill Basin Bridge Replacement,Replace bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Construction,03/25/2012,348130010,,354609,,-32573257,05/31/2019,-604,367,
01/01/19 00:00,91,Mill Basin Bridge Replacement,Replace bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Construction,03/25/2012,343863010,,-4267000,,-32573257,04/30/2020,335,367,
05/01/19 00:00,91,Mill Basin Bridge Replacement,Replace bascule bridge with a high-level fixed bridge carrying the Belt Parkway.,Bridges,Brooklyn,DOT,,Construction,03/25/2012,342172010,,-1691000,,-32573257,01/24/2021,269,367,
09/01/19 00:00,91,Mill Basin Bridge Replacement,,Bridges,Brooklyn,DOT,,,,,,,,-32573257,,,367,
09/01/13 00:00,92,Paerdegat Basin Bridge Replacement,"The existing bridge was a 13 span structure that was replaced with 2 independent concrete and steel structures; a 825-foot, 3 span westbound bridge and a 1,227-foot, 5 span eastbound bridge. The eastbound bridge includes a bicycle / pedestrian path.",Bridges,Brooklyn,DOT,,Construction,06/30/2004,270351393,,,,-24816065,10/24/2014,,1894,
01/01/14 00:00,92,Paerdegat Basin Bridge Replacement,This project includes installation of 2 independent concrete and steel structures to replace old bridges carrying the Belt Parkway. The eastbound bridge includes a bicycle/pedestrian path.,Bridges,Brooklyn,DOT,,Construction,06/30/2004,251463833,,-18887560,,-24816065,10/24/2014,0,1894,
05/01/14 00:00,92,Paerdegat Basin Bridge Replacement,This project includes installation of two independent concrete and steel structures to replace old bridges carrying the Belt Parkway. The eastbound bridge includes a bicycle/pedestrian path.,Bridges,Brooklyn,DOT,,Construction,06/30/2004,274673840,,23210007,,-24816065,10/24/2014,0,1894,
02/01/15 00:00,92,Paerdegat Basin Bridge Replacement,Install two independent concrete and steel structures to replace the old bridges carrying the Belt Parkway. The eastbound bridge includes a bicycle/pedestrian path.,Bridges,Brooklyn,DOT,,Construction,06/30/2004,268887840,,-5786000,,-24816065,06/24/2015,243,1894,
08/01/15 00:00,92,Paerdegat Basin Bridge Replacement,Install two independent concrete and steel structures to replace the old bridges carrying the Belt Parkway. The eastbound bridge includes a bicycle/pedestrian path.,Bridges,Brooklyn,DOT,,Construction,06/30/2004,267328840.2,,-1559000,,-24816065,12/31/2015,190,1894,
01/01/16 00:00,92,Paerdegat Basin Bridge Replacement,Install two independent concrete and steel structures to replace the old bridges carrying the Belt Parkway. The eastbound bridge includes a bicycle/pedestrian path.,Bridges,Brooklyn,DOT,,Construction,06/30/2004,267328840.2,,0,,-24816065,06/30/2016,182,1894,
06/01/16 00:00,92,Paerdegat Basin Bridge Replacement,Install two independent concrete and steel structures to replace the old bridges carrying the Belt Parkway. The eastbound bridge includes a bicycle/pedestrian path.,Bridges,Brooklyn,DOT,,Construction,06/30/2004,267636532.4,,307692,,-24816065,12/29/2016,182,1894,
11/01/16 00:00,92,Paerdegat Basin Bridge Replacement,Install two independent concrete and steel structures to replace the old bridges carrying the Belt Parkway. The eastbound bridge includes a bicycle/pedestrian path.,Bridges,Brooklyn,DOT,,Construction,06/30/2004,267239532.4,,-397000,,-24816065,06/30/2017,183,1894,
04/01/17 00:00,92,Paerdegat Basin Bridge Replacement,Install two independent concrete and steel structures to replace the old bridges carrying the Belt Parkway. The eastbound bridge includes a bicycle/pedestrian path.,Bridges,Brooklyn,DOT,,Construction,06/30/2004,267239532.4,,0,,-24816065,06/30/2017,0,1894,
09/01/17 00:00,92,Paerdegat Basin Bridge Replacement,Install two independent concrete and steel structures to replace the old bridges carrying the Belt Parkway. The eastbound bridge includes a bicycle/pedestrian path.,Bridges,Brooklyn,DOT,,Construction,06/30/2004,267239532,,0,,-24816065,03/31/2018,274,1894,
03/01/18 00:00,92,Paerdegat Basin Bridge Replacement,Install two independent concrete and steel structures to replace the old bridges carrying the Belt Parkway. The eastbound bridge includes a bicycle/pedestrian path.,Bridges,Brooklyn,DOT,,Construction,06/30/2004,262438020,,-4801512,,-24816065,12/31/2018,275,1894,
